participant,session,date,expName,psychopyVersion,frameRate,RecalledWord,RT,Prime,PrimeCondition,PrimeDuration,OutputPosition,Block,StudyPosition,Studied,PrimeRecalledCondition,PrimeFor,IdentityPriming,Acc
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,WRITING,1584.385,MIND,Related,48.41499997,13,4,NA,NA,NA,BRAIN,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,SUBJECT,2551.485,PICKLE,Unrelated,50.81000004,14,4,16,Studied,NA,NA,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,STRESS,1599.755,BIKE,Identical,48.19499992,15,4,6,Studied,NA,NA,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,GUILT,1683.025,STREAM,Unrelated,48.28999995,16,4,7,Studied,NA,NA,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,BIKE,886.13,REPEAT,Identical,45.22500001,17,4,39,Studied,Identical,NA,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,REPEAT,2052.63,TOWN,Identical,49.91499998,18,4,22,Studied,Identical,NA,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,PROPER,3184.755,RIGHT,Unrelated,49.1350001,19,4,11,Studied,NA,NA,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,CLASS,1733.095,SKULL,Related,50.10999995,20,4,34,Studied,Identical,HEAD,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,DOCTOR,1650.415,TOUCH,Identical,51.04500009,21,4,24,Studied,NA,NA,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,TOUCH,1732.905,CAVITY,Related,50.285,22,4,14,Studied,Identical,TOOTH,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,EXPLODE,2820.4,BENEATH,Related,49.40500006,23,4,15,Studied,NA,UNDER,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8000.06,NUMBER,Unrelated,49.60499995,24,4,NA,NA,NA,NA,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,STUPID,1965.065,DUMB,Related,48.59999998,25,4,17,Studied,NA,STUPID,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8002.005,SHIRT,Identical,51.04000005,26,4,NA,NA,NA,NA,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,SHEEP,1584.415,LAMB,Related,52.52999999,27,4,12,Studied,NA,SHEEP,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,BEACH,1500.01,LENGTH,Unrelated,49.67500002,28,4,NA,NA,Unrelated,NA,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8000.405,CANYON,Related,49.96500001,29,4,NA,NA,NA,GRAND,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,KNIT,2532.68,KNIT,Identical,49.535,30,4,8,Studied,Identical,NA,1,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8001.31,SELLER,Unrelated,49.70500001,31,4,NA,NA,NA,NA,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,7988.495,CRACKER,Unrelated,48.03499999,32,4,NA,NA,NA,NA,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8001.56,BEAM,Related,49.23999996,33,4,NA,NA,NA,LIGHT,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,CELL,2233.07,JAIL,Unrelated,49.57000003,34,4,38,Studied,NA,NA,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,7999.12,RULE,Identical,48.92000009,35,4,NA,NA,NA,NA,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,ROSE,1217.195,THORN,Related,49.06999995,36,4,27,Studied,NA,ROSE,0,1
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,7999.445,SELF,Identical,48.41000005,37,4,NA,NA,NA,NA,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,PENNT,8000.705,BIRD,Unrelated,48.91000001,38,4,NA,NA,NA,NA,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8001.28,TOMB,Related,48.495,39,4,NA,NA,NA,GRAVE,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,7988.76,STORY,Unrelated,48.50499996,40,4,NA,NA,NA,NA,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,7993.105,WASP,Related,49.19499997,41,4,NA,NA,NA,STING,0,0
AS,1,2020-07-26_14h57.52.214,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8000.425,CHAIR,Unrelated,49.51500008,42,4,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,BALL,2584.135,firstword,firstword,NA,1,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,ALLOW,900.9049998,KISS,Unrelated,52.09999997,2,1,32,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,ITCH,4767.975,OVEN,Identical,50.09999988,3,1,31,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SNEEZE,1783.125,PRESENT,Unrelated,50.47999998,4,1,28,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,WATER,4800.17,ENGLISH,Identical,51.23999994,5,1,2,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,MAID,1801.71,MEDIUM,Related,50.0200002,6,1,13,Studied,NA,LARGE,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,MAD,1034.66,TWICE,Related,49.82500011,7,1,35,Studied,NA,ONCE,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,TIRED,2549.1,CASTLE,Identical,49.79999992,8,1,42,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,ENGLISH,6651.045,SCHEME,Related,50.21000002,9,1,39,Studied,Identical,PLAN,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,S,8001.4,UNCLEAR,Identical,49.45500009,10,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8000.05,GEEK,Unrelated,49.94000006,11,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SOFT,3149.2,EFFECT,Identical,49.96000021,12,1,38,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,PENCIL,6888.78,CARBON,Related,50.085,13,1,36,Studied,NA,COPY,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1733.475,BOSS,Identical,47.93499992,14,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,700.65,JUMP,Unrelated,50.09000003,15,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,MONKEY,5332.24,HOOP,Unrelated,52.66999989,16,1,19,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1807.3,MAXIMUM,Related,50.41499995,17,1,NA,NA,NA,MINIMUM,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,682.5949999,CARRY,Identical,48.96500008,18,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,2667.855,FROG,Unrelated,48.44499985,19,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,2015.855,SHRINK,Related,50.03499985,20,1,NA,NA,NA,SMALL,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SLEEP,6734.96,LENS,Related,48.61499998,21,1,14,Studied,NA,GLASSES,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1200.35,FINISH,Identical,49.95999997,22,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,I DONT REME,3751.17,BAKE,Related,50.025,23,1,NA,NA,NA,CAKE,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1350.735,HOTEL,Unrelated,48.45999996,24,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1515.21,BLAZE,Related,49.16499997,25,1,NA,NA,NA,FIRE,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,2032.92,HELLO,Identical,51.97499995,26,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8000.1,CERTAIN,Related,50.04499992,27,1,NA,NA,NA,SURE,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8001.645,WANT,Identical,50.46500009,28,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1600.49,SPICE,Identical,48.42999997,29,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1783.1,MARGIN,Related,50.92499987,30,1,NA,NA,NA,PAPER,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,7999.8,PICTURE,Unrelated,50.95000006,31,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,4584.47,LAND,Unrelated,49.86499995,32,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8001.72,SMART,Identical,51.56999989,33,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8002.09,DENIM,Related,48.6049999,34,1,NA,NA,NA,JEANS,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8000.73,PRIDE,Identical,48.52499999,35,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,UGH,3285.19,MAIL,Related,49.77499996,36,1,NA,NA,NA,LETTER,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,7999.44,SILK,Identical,50.03999989,37,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8000.2,EIGHT,Related,48.73499996,38,1,NA,NA,NA,NINE,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8001.835,STOMACH,Unrelated,49.30000007,39,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,2319.91,DEAF,Unrelated,50.03500008,40,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,7999.1,DEVIL,Unrelated,49.93999982,41,1,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,8000.61,BACK,Related,48.86500002,42,1,NA,NA,NA,FRONT,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,CHURCH,2871.685,firstword,firstword,NA,1,2,1,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SOUR,2633.475,LICE,Related,48.67499997,2,2,2,Studied,NA,HAIR,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,WARM ,1215.795,SMELL,Identical,49.96000021,3,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,ORD,500.49,ZERO,Related,48.79499995,4,2,NA,NA,NA,NONE,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SWORD,1334.71,CHESS,Related,48.91000013,5,2,4,Studied,NA,GAME,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,MAGIC,2534.66,SEARCH,Related,49.75500004,6,2,9,Studied,NA,FIND,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,PROBLEM ,1399.205,DELIGHT,Related,49.70999993,7,2,NA,NA,NA,HAPPY,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,LAUGH ,1667.23,LAUGH,Identical,48.69000008,8,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,FOOD,3433.01,SALAD,Related,49.91000006,9,2,20,Studied,NA,LETTUCE,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,LOVE,1032.555,COLLECT,Identical,51.43999984,10,2,17,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,B,8001.05,TREE,Identical,48.435,11,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,BOARD,1449.105,BIZZARE,Related,37.1950001,12,2,22,Studied,NA,STRANGE,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,STRANGE,2549.39,MUSIC,Identical,51.39499996,13,2,24,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,LETTUCE,2448.75,WINTER,Unrelated,36.4649999,14,2,25,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,LSOE,800.605,GAIN,Related,49.76499989,15,2,NA,NA,NA,LOSE,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,E,200.1500002,TALK,Identical,49.95999997,16,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SE,534.1149999,VERB,Unrelated,49.06999995,17,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,LOSE,2699.76,LISTEN,Related,49.72999985,18,2,31,Studied,NA,HEAR,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,HAPPY,1649.23,MAYBE,Identical,49.79499988,19,2,32,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,HEAR,2633.825,VEST,Related,49.015,20,2,40,Studied,NA,JACKET,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,YEAR,1717.045,DRESS,Identical,50.21500005,21,2,41,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,LED,1632.06,ERUPT,Related,50.95999991,22,2,NA,NA,NA,VOLCANO,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,ICK,986.3,STICKY,Identical,50.95999991,23,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SICK,1480.55,DILEMMA,Related,49.9900002,24,2,38,Studied,NA,PROBLEM,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,ROOF,3816.545,KIDNAP,Unrelated,49.65499998,25,2,33,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1566.89,PICK,Related,49.59000018,26,2,NA,NA,NA,CHOOSE,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,432.7100001,BUTTER,Unrelated,50.25500013,27,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,550.0449999,STREET,Identical,49.97000005,28,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,432.9599999,CHAIN,Unrelated,48.75000007,29,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,3134.285,TENNIS,Unrelated,49.43500017,30,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1215.355,READ,Unrelated,49.72500005,31,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,433.5099999,LESS,Unrelated,47.12,32,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,2366.56,CHIME,Related,49.90500002,33,2,NA,NA,NA,BELL,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,4215.715,SHOP,Related,48.19,34,2,NA,NA,NA,STORE,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,3065.495,SEIZE,Related,51.25000002,35,2,NA,NA,NA,TAKE,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,2599.91,CLARIFY,Related,51.21499998,36,2,NA,NA,NA,CLEAR,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1515.505,WARM,Identical,48.74,37,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,851.2550001,TOUR,Unrelated,49.76999993,38,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,734.74,SEEK,Unrelated,50.35500019,39,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,999.2950002,SOAP,Unrelated,50.01999997,40,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,4748.645,CAPTAIN,Related,51.66499992,41,2,NA,NA,NA,SHIP,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1233.405,ARGUE,Unrelated,48.80500003,42,2,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,ANNOY,2448.435,firstword,firstword,NA,1,3,1,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,TOCK,1400.92,FOUND,Unrelated,48.81000007,2,3,2,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,MANY ,1034.385,BEHIND,Unrelated,52.04500002,3,3,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,EXCUSE,1815.515,CLOCK,Unrelated,36.28499992,4,3,4,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,KNIFE,1184.89,SAME,Identical,50.99499994,5,3,5,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,STAMP ,950.59,SILVER,Identical,48.39999997,6,3,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,PACKAGE,1157.165,POTATO,Identical,48.64499997,7,3,7,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,RENT,884.055,WRONG,Identical,51.10999988,8,3,8,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,EXACT,1067.095,DRAW,Identical,49.49999996,9,3,9,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,DEATH ,1100.14,TEETH,Unrelated,50.03999989,10,3,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,TOOOL,1000.205,MINUS,Unrelated,50.06499984,11,3,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,TOOL,965.6,ENTER,Unrelated,50.11499999,12,3,11,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,RAIN,1150.735,INTENT,Related,49.66999986,13,3,12,Studied,NA,PURPOSE,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,DRUGS,1202.51,ADDICT,Related,48.82000014,14,3,13,Studied,NA,DRUGS,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SCISSORS,1834.605,SHERIFF,Identical,52.80000018,15,3,15,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SILVER,1065.58,WORST,Unrelated,49.9199999,16,3,16,Studied,Identical,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SPIT,2350.13,PLANT,Unrelated,50.38999999,17,3,18,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SLIDE,1199.28,ADULT,Related,51.11000012,18,3,19,Studied,NA,CHILD,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,2782.265,DEATH,Identical,51.07000005,19,3,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,CHILD,2984.1,POSTAGE,Related,35.69999989,20,3,20,Studied,NA,STAMP,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,TRAILER,1250.665,AIRPORT,Related,48.80500003,21,3,21,Studied,NA,PLANE ,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,POTATO,4983.27,ZEBRA,Related,48.62500005,22,3,32,Studied,Identical,STRIPE,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,WRONG,1000.03,PEPPER,Unrelated,50.34999992,23,3,33,Studied,Identical,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,STRIPE,1533.255,DISLIKE,Related,50.605,24,3,23,Studied,NA,HATE,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,PURPOSE,1549.645,BUSH,Identical,50.92000007,25,3,22,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,WRONG,1533.245,CIRCUS,Related,51.53000006,26,3,33,Studied,Identical,CLOWN,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,THANKS,1315.695,SHOVE,Unrelated,51.43500003,27,3,34,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,THIN,2282.735,PART,Related,50.50000013,28,3,35,Studied,NA,PIECE,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,PIECE,3548.29,QUIET,Identical,50.89000007,29,3,36,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,NECK,4716.97,DISAGREE,Identical,50.96499994,30,3,37,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,HATE,4065.825,FINGER,Unrelated,49.535,31,3,39,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,SHALLOW,2048.685,CARD,Identical,51.23999994,32,3,40,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,MANY,1133.075,THROW,Unrelated,51.1599998,33,3,3,Studied,NA,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,QUIET,1215.315,CLOSE,Unrelated,66.445,34,3,42,Studied,Identical,NA,0,1
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,618.915,VOTE,Identical,50.36999984,35,3,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,351.425,SPOON,Unrelated,50.17000018,36,3,NA,NA,NA,NA,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,725.5499999,YOUTH,Related,48.73499996,37,3,NA,NA,NA,YOUNG,0,0
GA,1,2020-07-26_13h00.00.144,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,1332,SHORT,Unrelated,51.47000006,38,3,NA,NA,NA,NA,0,0
